00:0c:e6:c9:30:02	-39
00:0c:e6:c8:9d:42	-55
00:0c:e6:c9:30:42	-57
00:0c:e6:c8:9d:02	-53
00:0c:e6:c8:86:02	-60
00:0c:e6:c8:92:02	-62
00:0c:e6:c9:31:02	-77
00:0c:e6:c9:31:42	-92
00:0c:e6:c8:86:42	-93
00:0c:e6:c9:30:02	-39
00:0c:e6:c8:9d:42	-55
00:0c:e6:c9:30:42	-57
00:0c:e6:c8:9d:02	-53
00:0c:e6:c8:86:02	-60
00:0c:e6:c8:92:02	-62
00:0c:e6:c9:31:02	-77
00:0c:e6:c9:31:42	-92
00:0c:e6:c8:86:42	-93
00:0c:e6:c9:30:02	-39
00:0c:e6:c8:9d:42	-58
00:0c:e6:c9:30:42	-49
00:0c:e6:c8:9d:02	-53
00:0c:e6:c8:86:02	-72
00:0c:e6:c8:92:02	-70
00:0c:e6:c9:31:02	-75
00:0c:e6:c9:31:42	-92
00:0c:e6:c8:86:42	-88
00:0c:e6:c8:93:02	-49
00:0c:e6:c8:93:42	-65
00:0c:e6:c8:92:42	-81
00:0c:e6:c9:2f:02	-78
00:0c:e6:c9:30:02	-39
00:0c:e6:c8:9d:42	-58
00:0c:e6:c9:30:42	-49
00:0c:e6:c8:9d:02	-53
00:0c:e6:c8:86:02	-72
00:0c:e6:c8:92:02	-70
00:0c:e6:c9:31:02	-75
00:0c:e6:c9:31:42	-92
00:0c:e6:c8:86:42	-88
00:0c:e6:c8:93:02	-49
00:0c:e6:c8:93:42	-65
00:0c:e6:c8:92:42	-81
00:0c:e6:c9:2f:02	-78
00:0c:e6:c9:30:02	-38
00:0c:e6:c8:9d:42	-55
00:0c:e6:c9:30:42	-52
00:0c:e6:c8:9d:02	-48
00:0c:e6:c8:86:02	-65
00:0c:e6:c8:92:02	-70
00:0c:e6:c9:31:02	-69
00:0c:e6:c8:86:42	-92
00:0c:e6:c8:93:02	-55
00:0c:e6:c8:93:42	-73
00:0c:e6:c8:92:42	-82
00:0c:e6:c9:2f:02	-78
00:0c:e6:c8:95:02	-72
00:0c:e6:c9:2e:02	-81
00:0c:e6:c9:30:02	-38
00:0c:e6:c8:9d:42	-55
00:0c:e6:c9:30:42	-52
00:0c:e6:c8:9d:02	-48
00:0c:e6:c8:86:02	-65
00:0c:e6:c8:92:02	-70
00:0c:e6:c9:31:02	-69
00:0c:e6:c8:86:42	-92
00:0c:e6:c8:93:02	-55
00:0c:e6:c8:93:42	-73
