1352057059426
eduroam,00:0c:e6:c9:30:02,-39,2437
eduroam,00:0c:e6:c8:9d:42,-55,5180
eduroam,00:0c:e6:c9:30:42,-57,5180
eduroam,00:0c:e6:c8:9d:02,-53,2412
eduroam,00:0c:e6:c8:86:02,-60,2412
eduroam,00:0c:e6:c8:92:02,-62,2412
eduroam,00:0c:e6:c9:31:02,-77,2437
eduroam,00:0c:e6:c9:31:42,-92,5180
eduroam,00:0c:e6:c8:86:42,-93,5180

1352057060431
eduroam,00:0c:e6:c9:30:02,-39,2437
eduroam,00:0c:e6:c8:9d:42,-55,5180
eduroam,00:0c:e6:c9:30:42,-57,5180
eduroam,00:0c:e6:c8:9d:02,-53,2412
eduroam,00:0c:e6:c8:86:02,-60,2412
eduroam,00:0c:e6:c8:92:02,-62,2412
eduroam,00:0c:e6:c9:31:02,-77,2437
eduroam,00:0c:e6:c9:31:42,-92,5180
eduroam,00:0c:e6:c8:86:42,-93,5180

1352057061431
eduroam,00:0c:e6:c9:30:02,-39,2437
eduroam,00:0c:e6:c8:9d:42,-58,5180
eduroam,00:0c:e6:c9:30:42,-49,5180
eduroam,00:0c:e6:c8:9d:02,-53,2412
eduroam,00:0c:e6:c8:86:02,-72,2412
eduroam,00:0c:e6:c8:92:02,-70,2412
eduroam,00:0c:e6:c9:31:02,-75,2437
eduroam,00:0c:e6:c9:31:42,-92,5180
eduroam,00:0c:e6:c8:86:42,-88,5180
eduroam,00:0c:e6:c8:93:02,-49,2412
eduroam,00:0c:e6:c8:93:42,-65,5180
eduroam,00:0c:e6:c8:92:42,-81,5180
eduroam,00:0c:e6:c9:2f:02,-78,2437

1352057062437
eduroam,00:0c:e6:c9:30:02,-39,2437
eduroam,00:0c:e6:c8:9d:42,-58,5180
eduroam,00:0c:e6:c9:30:42,-49,5180
eduroam,00:0c:e6:c8:9d:02,-53,2412
eduroam,00:0c:e6:c8:86:02,-72,2412
eduroam,00:0c:e6:c8:92:02,-70,2412
eduroam,00:0c:e6:c9:31:02,-75,2437
eduroam,00:0c:e6:c9:31:42,-92,5180
eduroam,00:0c:e6:c8:86:42,-88,5180
eduroam,00:0c:e6:c8:93:02,-49,2412
eduroam,00:0c:e6:c8:93:42,-65,5180
eduroam,00:0c:e6:c8:92:42,-81,5180
eduroam,00:0c:e6:c9:2f:02,-78,2437

1352057063433
eduroam,00:0c:e6:c9:30:02,-38,2437
eduroam,00:0c:e6:c8:9d:42,-55,5180
eduroam,00:0c:e6:c9:30:42,-52,5180
eduroam,00:0c:e6:c8:9d:02,-48,2412
eduroam,00:0c:e6:c8:86:02,-65,2412
eduroam,00:0c:e6:c8:92:02,-70,2412
